course_title_en,course_title_fr,course_code,offering_id,offering_status,month_en,month_fr,training_hours,stream_en,stream_fr,topic_en,topic_fr,offering_language,offering_region,reg_num,reg_status,no_show,student_id,learner_classif,billing_dept_code,billing_dept_name_en,billing_dept_name_fr,client
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,121,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3083,Confirmed,0,2717,EC-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,121,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3084,Confirmed,0,2597,AS-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,122,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,3085,Confirmed,0,2718,AS-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,83,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,3086,Cancelled,0,2719,EC-04,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,91,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,3087,Confirmed,0,2720,AS-04,CBD,Cannabis Canada,Cannabis Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3088,Confirmed,0,2721,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3089,Confirmed,0,2722,AS-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3090,Confirmed,0,2723,EC-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3091,Confirmed,0,2724,EC-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3092,Confirmed,0,2725,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3093,Confirmed,0,2726,EC-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3094,Confirmed,0,2727,EC-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3095,Confirmed,0,2728,EC-04,CBD,Cannabis Canada,Cannabis Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3096,Confirmed,0,2729,EX-01,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3097,Confirmed,0,2730,EC-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3098,Confirmed,0,2731,EC-06,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3099,Confirmed,0,2732,AS-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,28,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3100,Confirmed,0,2633,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,144,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3101,Confirmed,0,2733,AS-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,144,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3102,Confirmed,0,2734,EC-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,144,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,Québec,3103,Confirmed,0,2735,EC-06,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,152,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,3104,Cancelled,0,2736,EX-01,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,152,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,3105,Cancelled,0,2737,AS-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,152,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,3106,Cancelled,0,2738,PM-03,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,147,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,NCR,3107,Confirmed,0,2739,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,137,Open - Normal,December,décembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,NCR,3108,Confirmed,0,2740,AS-02,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,149,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,3109,Confirmed,0,2741,EC-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,138,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,French/Français,NCR,3110,Confirmed,0,2742,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,58,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3111,Confirmed,0,2743,AS-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,58,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3112,Confirmed,0,2744,EC-06,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,31,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Ontario,3113,Confirmed,0,2203,AS-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,71,Cancelled - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Prairie,3114,Cancelled - Class Cancelled,0,2745,PM-03,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,121,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3115,Confirmed,0,2746,EX-01,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,122,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,3116,Confirmed,0,2747,EC-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,122,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,3117,Cancelled,0,2748,AS-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,122,Open - Normal,October,octobre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,3118,Confirmed,0,2749,EC-04,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,140,Open - Normal,November,novembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,3119,Confirmed,0,1640,PM-03,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Managing the Transition to GCDOCS: Virtual Classroom (I013),La transition vers GCDocs (I013),I013,111,Open - Normal,September,septembre,6,Specialized,Spécialisé,GCDocs,GCDocs,French/Français,NCR,3120,Confirmed,0,2750,EC-02,CBD,Cannabis Canada,Cannabis Canada,
Managing the Transition to GCDOCS: Virtual Classroom (I013),La transition vers GCDocs (I013),I013,111,Open - Normal,September,septembre,6,Specialized,Spécialisé,GCDocs,GCDocs,French/Français,NCR,3121,Confirmed,0,2751,EC-06,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,85,Delivered - Normal,August,août,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,3122,Cancelled,0,2752,AS-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,91,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,3123,Cancelled,0,2753,EC-06,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,88,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,3124,Confirmed,0,2754,EX-01,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,102,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Québec,3125,Confirmed,0,2755,EC-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,132,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,3126,Confirmed,0,2756,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,149,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Pacific,3127,Confirmed,0,2757,EC-06,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,86,Open - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,3128,Confirmed,0,150,EC-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,135,Open - Normal,October,octobre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,3129,Confirmed,0,2758,PM-03,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,135,Open - Normal,October,octobre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,3130,Confirmed,0,2757,EC-06,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,136,Delivered - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,NCR,3131,Cancelled,0,2759,AS-02,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,118,Cancelled - Normal,November,novembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Ontario,3132,Cancelled - Class Cancelled,0,2760,EX-01,CES,Canada School of Public Service,École de la fonction publique du Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,118,Cancelled - Normal,November,novembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Ontario,3133,Cancelled - Class Cancelled,0,2761,EC-06,CES,Canada School of Public Service,École de la fonction publique du Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,137,Open - Normal,December,décembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,NCR,3134,Confirmed,0,2762,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,138,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,French/Français,NCR,3135,Confirmed,0,2763,EC-06,CES,Canada School of Public Service,École de la fonction publique du Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,138,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,French/Français,NCR,3136,Confirmed,0,2764,EC-06,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,58,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,3137,Confirmed,0,2765,EC-04,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
